name,smiles,taste,MW,LogP,HBD,HBA,TPSA
Benzethonium Chloride,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,bitter,448.09100000000024,3.0764000000000022,0.0,2.0,18.46
Chlorbenzoxamine Dihydrochloride,Cl.Cl.Cc1ccccc1CN2CCN(CCOC(c3ccccc3)c4ccccc4Cl)CC2,bitter,507.9330000000002,6.415820000000007,0.0,3.0,15.71
13-hydroxylupanine,OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1,bitter,264.36899999999997,0.8424999999999996,1.0,3.0,43.78
Rhododendrin,CC(CCc1ccc(O)cc1)OC2OC(CO)C(O)C(O)C2O,bitter,328.361,-0.4702000000000002,5.0,7.0,119.61000000000001
"Diphenylthiourea, sulfocarbanilide, sym-Diphenylthiourea, thiocarbanilide",S=C(Nc1ccccc1)Nc2ccccc2,bitter,228.32000000000002,3.4955000000000016,2.0,1.0,24.06
Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,bitter,375.40000000000015,1.9804,2.0,6.0,83.8
Humulon,CC(C)CC(=O)C1=C(O)C(O)(CC=C(C)C)C(=O)C(CC=C(C)C)C1=O,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
Pancuronium Bromide,[Br-].[Br-].CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(C4OC(=O)C)[N+]5(C)CCCCC5)C2(C)CC1[N+]6(C)CCCCC6,bitter,732.6829999999995,0.11850000000001026,0.0,4.0,52.6
Imipramine N-Oxide Hydrochloride,Cl.CN(C)CCC[N+]1([O-])c2ccccc2CCc3ccccc13,bitter,332.87500000000006,4.295500000000004,0.0,2.0,26.299999999999997
Methoxyphenamine Hydrochloride,Cl.CCC(NC)c1ccccc1OC,bitter,215.72400000000002,2.7875000000000014,1.0,2.0,21.259999999999998
Cnicin,CC1=C/CCC(=C[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C1)OC(=O)C(=C)[C@@H](O)CO)CO,bitter,378.42100000000016,0.9542999999999997,3.0,7.0,113.29
Picoline,Cc1ccccn1,bitter,93.129,1.39002,0.0,1.0,12.89
Lycopodine,CC1CC23CCCN4CCCC(C(=O)CC2)C34C1,bitter,247.38199999999995,3.010200000000002,0.0,2.0,20.310000000000002
Amphetamine Phosphate,CC(N)Cc1ccccc1.OP(=O)(O)O,bitter,233.20399999999998,0.6476999999999999,4.0,2.0,103.78
Theophylline Sodium acetate,[Na+].CN1C(=O)N(C)c2nc[nH]c2C1=O.CC(=O)[O-],bitter,262.20099999999996,-5.279499999999999,1.0,7.0,112.81
Tridihexethyl Iodide,[I-].CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2,bitter,445.42900000000026,1.7251000000000005,1.0,1.0,20.23
Fenchyl alcohol,CC12CCC(C1)C(C)(C)C2O,bitter,154.25300000000001,2.1935000000000007,1.0,1.0,20.23
Denatonium benzoate,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,bitter,446.5910000000001,4.348840000000004,1.0,3.0,69.22999999999999
Famotidine,NC(=Nc1nc(CSCCC(=NS(=O)(=O)N)N)cs1)N,bitter,337.456,-0.7679999999999991,4.0,6.0,175.82999999999998
7- nitrosaccharin,[O-][N+](=O)c1cccc2C(=O)NS(=O)(=O)c12,bitter,228.18499999999997,0.02689999999999998,1.0,5.0,106.38
Leu-trp,O=C(C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])[H])N([H])C([H])(C(=O)O[H])C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H],bitter,317.38900000000007,1.6532000000000002,4.0,3.0,108.21000000000001
Quercetin,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,bitter,302.238,1.9879999999999993,5.0,7.0,131.36
Enoxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,bitter,320.3240000000001,0.6633000000000002,2.0,6.0,87.46
Picrotin,CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@@]43C(=O)O[C@H]2[C@]14C,bitter,310.302,-0.8672,2.0,7.0,105.59000000000002
Pentoxifylline,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,bitter,278.312,0.19299999999999962,0.0,7.0,78.89000000000001
2-Thiouracil,O=C1NC(=S)NC=C1,bitter,128.156,0.43248999999999993,2.0,2.0,48.65
Ginkgolide C,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC6OC(=O)C(O)C46C(C5O)C(C)(C)C)C12O,bitter,440.4010000000001,-2.3986999999999967,4.0,11.0,169.04999999999998
Rhodinyl isovalerate,CC(C)CC(=O)OCCC(C)CCCC(=C)C,bitter,240.38699999999992,4.3483000000000045,0.0,2.0,26.3
Helenalin,CC1CC2OC(=O)C(=C)C2C(O)C3(C)C1C=CC3=O,bitter,262.305,1.2463,1.0,4.0,63.6
Meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,bitter,218.25299999999996,0.9834000000000003,2.0,4.0,104.64
Propoxyphene,O.CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2.OS(=O)(=O)c3ccc4ccccc4c3,bitter,565.7320000000002,5.537300000000005,1.0,5.0,115.41
Cinchophen,OC(=O)c1cc(nc2ccccc12)c3ccccc3,bitter,249.26900000000003,3.6000000000000014,1.0,2.0,50.19
"Phe-trp, Phe-trp phenylalanyltryptophan",O=C([C@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])N([H])[H])N([H])[C@]([H])(C(=O)O[H])C([H])([H])c(c([H])n2[H])c3c2c([H])c([H])c([H])c3[H],bitter,351.406,1.8497999999999999,4.0,3.0,108.21000000000001
Haloperidol,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,bitter,375.8710000000001,4.425600000000004,1.0,3.0,40.54
Cycrimine Hydrochloride,Cl.OC(CCN1CCCCC1)(C2CCCC2)c3ccccc3,bitter,323.90799999999996,4.362200000000004,1.0,2.0,23.47
Daidzin,OC[C@H]1OC(Oc2ccc3C(=O)C(=COc3c2)c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@@H]1O,bitter,416.382,0.34429999999999966,5.0,9.0,149.82
"5,4'-dihydroxyflavone",Oc1ccc(cc1)C2=CC(=O)c3c(O)cccc3O2,bitter,254.24099999999999,2.8712,2.0,4.0,70.67
Pentamethonium Bromide,[Br-].[Br-].C[N+](C)(C)CCCCC[N+](C)(C)C,bitter,348.16700000000014,-4.422899999999994,0.0,0.0,0.0
Amobarbital Sodium salt,[Na+].CCC1(CCC(C)C)C(=O)NC(=NC1=O)[O-],bitter,248.25799999999998,-2.804299999999998,1.0,3.0,81.59
Chloroprocaine,[Cl-].CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl,bitter,307.221,-1.992299999999996,2.0,3.0,56.760000000000005
Dextroamphetamine Sulfate,S(=O)(=O)(O[H])O[H].N([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H].N([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H],bitter,368.4990000000001,2.4998000000000005,4.0,4.0,126.64
Brucine,COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,bitter,394.4710000000002,2.1097,0.0,5.0,51.239999999999995
Antipyrine,CN1N(C(=O)C=C1C)c2ccccc2,bitter,188.23000000000002,1.4844199999999999,0.0,3.0,26.93
Cis-isoloadhumulone,CC[C@H](C)C(=O)C1=C(O)[C@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
Eugenyl methyl ether,COc1ccc(CC=C)cc1OC,bitter,178.231,2.4323000000000006,0.0,2.0,18.46
Gossypetind,OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,bitter,318.237,1.6935999999999998,6.0,8.0,151.59
Sodium Benzoate,[Na+].[O-]C(=O)c1ccccc1,bitter,144.105,-2.945899999999998,0.0,2.0,40.129999999999995
Aprobarbital Sodium salt,[Na].CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,bitter,233.223,0.19009999999999982,2.0,3.0,75.27000000000001
Dapsone,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,bitter,248.307,1.6838000000000002,2.0,4.0,86.18
Chenodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,bitter,392.5800000000002,4.477900000000004,3.0,3.0,77.76
Chlormerodrin,COC(CNC(=O)N)C[Hg]Cl,bitter,367.198,0.3243000000000004,2.0,2.0,64.35
"7,3,4-trihydroxyisoflavone",Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,bitter,270.24,2.5768000000000004,3.0,5.0,90.9
"Cucurbitacin E, Cucurbitacins",CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,556.6960000000003,4.190200000000003,3.0,8.0,138.20000000000002
Inaperisone Hydrochloride,Cl.CCc1ccc(cc1)C(=O)C(C)CN2CCCC2,bitter,281.827,3.5854000000000026,0.0,2.0,20.310000000000002
Parthenolide,CC1=C/CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,bitter,248.32199999999995,2.7620000000000013,0.0,3.0,38.83
"Pifarnine, Pifazin",CC(=CCCC(=C/CCC(=C/CN1CCN(Cc2ccc3OCOc3c2)CC1)C)C)C,bitter,424.62900000000025,5.952100000000007,0.0,4.0,24.94
Aloin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@@H]2c3cccc(O)c3C(=O)c4c(O)cc(CO)cc24,bitter,418.39800000000025,-0.8912000000000002,7.0,9.0,167.91
Resveratrol,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,bitter,228.247,2.9738000000000016,3.0,3.0,60.69
"7,4-'dihydroxyflavone",Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2,bitter,254.24099999999999,2.8712,2.0,4.0,70.67
Metralindole Hydrochloride,Cl.COc1ccc2c(c1)c3CCN=C4N(C)CCn2c34,bitter,291.782,2.3198,0.0,4.0,29.759999999999998
Improsulfan Tosylate,Cc1ccc(cc1)S(=O)(=O)O.CS(=O)(=O)OCCCNCCCOS(=O)(=O)C,bitter,461.5800000000003,0.5503200000000015,2.0,9.0,153.14
"1,5-Pentanediol",OCCCCCO,bitter,104.149,0.14130000000000004,2.0,2.0,40.46
Isoxanthohumol,COc1cc(O)c(CC=C(C)C)c2OC(CC(=O)c12)c3ccc(O)cc3,bitter,354.40200000000004,4.3216000000000045,2.0,5.0,75.99
Quinidine,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.COc5ccc6nccc(C(O)C7CC8CCN7CC8C=C)c6c5.OS(=O)(=O)O,bitter,746.927,5.693600000000005,4.0,10.0,165.78
Diclofenac,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,bitter,296.153,4.364100000000001,2.0,2.0,49.33
"Pro-arg, Prolylarginine",O=C([C@]1([H])C([H])([H])C([H])([H])C([H])([H])N1[H])N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])([H])C([H])([H])N=C(/N([H])[H])N([H])[H],bitter,271.32099999999997,-1.6385999999999976,5.0,4.0,142.83
1-methy-2-quinolinone,CN1C(=O)C=Cc2ccccc12,bitter,159.188,1.5385,0.0,2.0,22.0
Neostigmine Bromide,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,bitter,303.20000000000005,-1.052299999999998,0.0,2.0,29.540000000000003
Polysorbate 60,CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,bitter,648.9190000000001,6.301300000000007,0.0,10.0,100.14000000000003
Carbinoxamine Maleate,CN(C)CCOC(c1ccc(Cl)cc1)c2ccccn2.OC(=O)C=C/C(=O)O,bitter,406.8660000000001,3.1144000000000007,2.0,5.0,99.96000000000001
Trans-isocohumulone,CC(C)C(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter,348.43900000000014,3.2353000000000023,2.0,5.0,91.66999999999999
Cyanidin chloridec,Oc1cc(O)c2cc(O)c([o+]c2c1)c3ccc(O)c(O)c3,bitter,287.247,2.9089,5.0,5.0,112.45
Trans-isohumulone,CC(C)CC(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
Genistein,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,bitter,270.24,2.576800000000001,3.0,5.0,90.9
Glutaronitrile,N#CCCCC#N,bitter,94.117,1.20386,0.0,2.0,47.58
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,bitter,170.237,1.38499,2.0,2.0,48.65
Ammonium Picrate,[NH4+].[O-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],bitter,246.13499999999996,0.8609999999999998,1.0,7.0,188.98
Lithium Bromide,[Li+].[Br-],bitter,86.845,-5.992,0.0,0.0,0.0
ANTU,NC(=S)Nc1cccc2ccccc12,bitter,202.28199999999998,2.4953000000000003,2.0,1.0,38.05
Omeprazole,COc1ccc2nc([nH]c2c1)S(=O)Cc3ncc(C)c(OC)c3C,bitter,345.42400000000015,2.8997400000000013,1.0,5.0,77.10000000000001
Chlorbetamide,OCCN(Cc1ccc(Cl)cc1Cl)C(=O)C(Cl)Cl,bitter,331.02599999999995,3.118000000000001,1.0,2.0,40.54
"Santalyl acetate, a- and b-",CC(=C/CCC1(C)C2CCC(C2)C1=C)COC(=O)C.CC(=C/CCC3(C)C4CC5C(C4)C35C)COC(=O)C,bitter,524.7860000000004,8.226600000000008,0.0,4.0,52.6
Gamabufotalin,CC12CCC(O)CC1CCC3C2C(O)CC4(C)C(CCC34O)C5=COC(=O)C=C5,bitter,402.5310000000002,3.2127000000000017,3.0,5.0,90.9
Pantoprazole,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,bitter,383.37600000000003,2.8843000000000005,1.0,6.0,86.33
Dibekacin Sulfate,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1.[O-]S(=O)(=O)[O-],bitter,547.5840000000002,-6.604600000000001,9.0,17.0,328.19999999999993
"(-)-Epicatechin, EC, Epicatechin",O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,bitter,290.271,1.5460999999999996,5.0,6.0,110.38000000000001
2-tridecenal,CCCCCCCCCCC=CC=O,bitter,196.334,4.272300000000004,0.0,1.0,17.07
"(-)-Epicatechin gallate, ECg, Epicatechin gallate",Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4ccc(O)c(O)c4,bitter,442.37600000000015,2.5276000000000005,7.0,10.0,177.14
Herbolide D,CC1C2CC(OC(=O)C)C(=C)C(O)CCC(=CC2OC1=O)C,bitter,308.374,2.1430999999999996,1.0,5.0,72.83000000000001
Orphenadrine,CN(C)CCOC(c1ccccc1)c2ccccc2C,bitter,269.38800000000003,3.662620000000003,0.0,2.0,12.47
Ethylpyrazine,CCc1cnccn1,bitter,108.14399999999998,1.039,0.0,2.0,25.78
Bakankosin,OCC1OC(OC2OC=C3C(CCNC3=O)C2C=C)C(O)C(O)C1O,bitter,357.35900000000004,-2.0185999999999966,5.0,8.0,137.71
Butallylonal,CCC(C)C1(CC(=C)Br)C(=O)NC(=O)NC1=O,bitter,303.15600000000006,1.6836,2.0,3.0,75.27000000000001
Crispolide,C[C@]12CC[C@@H](OO)C(=CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]1O)C2,bitter,280.32,1.8235999999999999,2.0,5.0,75.99
"Ethylene Thiourea, N,N-ethylene thiourea",S=C1NCCN1,bitter,102.162,-0.5359000000000003,2.0,1.0,24.06
"Alerlisin, Virlix, Zyrtec",Cl.Cl.OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,bitter,461.8170000000001,3.991800000000003,1.0,4.0,53.010000000000005
Chloroquine  phosphate,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OP(=O)(O)O.OP(=O)(O)O,bitter,515.8680000000002,2.9534000000000047,7.0,5.0,183.68
Fencamine Hydrochloride,Cl.CC(Cc1ccccc1)N(C)CCNc2nc3N(C)C(=O)N(C)C(=O)c3n2C,bitter,420.9450000000002,1.3673999999999995,1.0,8.0,77.09
Phenobarbital,[Na+].CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2,bitter,254.221,-3.2888999999999964,1.0,3.0,81.59
Aprobarbital,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,bitter,210.23299999999998,0.5709000000000001,2.0,3.0,75.27000000000001
"Cycloheximid, Cycloheximide",C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,bitter,281.35200000000003,1.0414999999999999,2.0,4.0,83.47
Cephaeline,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4NCCc5cc(O)c(OC)cc45,bitter,466.6220000000003,4.640400000000005,2.0,6.0,63.19000000000001
Phloridzin,OCC1OC(Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)C(O)C(O)C1O,bitter,436.41300000000007,-0.20240000000000025,7.0,10.0,177.14
Potassium Sulfate,[K+].[K+].[O-]S(=O)(=O)[O-],bitter,174.259,-7.329999999999999,0.0,4.0,80.25999999999999
Diisobutylamine,CC(C)CNCC(C)C,bitter,129.24699999999996,1.888,1.0,1.0,12.03
Allyl isothiocyanate,C=CCN=C=S,bitter,99.15799999999999,1.2752,0.0,2.0,12.36
Epirizole,COc1cc(C)nc(n1)n2nc(C)cc2OC,bitter,234.259,1.2963399999999998,0.0,6.0,62.06
Xanthonee,O=C1c2ccccc2Oc3ccccc13,bitter,196.20499999999998,2.946200000000001,0.0,2.0,30.21
"1,1-Dimethylbiguanide",CN(C)C(=N)N=C(N)N.OC(=O)CC(O)(CC(=O)O)C(=O)O,bitter,321.29,-2.4923299999999973,7.0,5.0,223.61999999999995
"Hesperetin, hesperitin",COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,bitter,302.282,2.5185000000000004,3.0,6.0,96.22000000000001
Cis-isohumulone,CC(C)CC(=O)C1=C(O)[C@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
Arborescin,CC1C2CCC3(C)OC34CC=C(C)C4C2OC1=O,bitter,248.32199999999997,2.4518000000000004,0.0,3.0,38.83
5 nitrosaccharin,[O-][N+](=O)c1ccc2c(c1)C(=O)NS2(=O)=O,bitter,228.18499999999997,0.02689999999999998,1.0,5.0,106.38
Dyphylline,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,bitter,254.24599999999995,-2.2130999999999985,2.0,8.0,102.28
Morphine Hydrochloride,Cl.CN1CCC23C4Oc5c(O)ccc(CC1C2C=CC4O)c35,bitter,321.80400000000003,1.6199,2.0,4.0,52.93000000000001
Piperidione,CCC1(CC)C(=O)CCNC1=O,bitter,169.224,0.8817999999999999,1.0,2.0,46.17
Cyclooctanone,O=C1CCCCCCC1,bitter,126.19900000000001,2.2998000000000003,0.0,1.0,17.07
Glucose pentaacetate,CC(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C=O,bitter,390.3410000000002,-0.524799999999999,0.0,11.0,148.57000000000002
Falcarindiol,CCCCCCCC=C/[C@H](O)C#CC#C[C@@H](O)C=C,bitter,260.377,2.817700000000001,2.0,2.0,40.46
p-Lactophenetide,CCOc1ccc(NC(=O)C(C)O)cc1,bitter,209.245,1.4045999999999998,2.0,3.0,58.56
Propyl isovalerate,CCCOC(=O)CC(C)C,bitter,144.21399999999997,1.9857,0.0,2.0,26.3
Phenethyl isothiocyanate,S=C=NCCc1ccccc1,bitter,163.245,2.3319,0.0,2.0,12.36
Mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,bitter,241.29,3.7452400000000017,2.0,2.0,49.33
Pentobarbital Sodium salt,[Na+].CCCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],bitter,248.25799999999998,-2.804299999999998,1.0,3.0,81.59
Homoeriodictyolc,COc1cc(ccc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,bitter,302.282,2.5185000000000004,3.0,6.0,96.22000000000001
2-octanone,CCCCCCC(=O)C,bitter,128.21499999999997,2.5458000000000007,0.0,1.0,17.07
Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,bitter,290.32300000000004,1.2575999999999998,2.0,7.0,105.51
Pipemidic Acid,CCN1C=C(C(=O)O)C(=O)c2cnc(nc12)N3CCNCC3,bitter,303.32200000000006,-0.0807999999999991,2.0,7.0,100.35
Rhodinyl acetate,CC(CCCC(=C)C)CCOC(=O)C,bitter,198.30599999999998,3.3221000000000016,0.0,2.0,26.3
Chrysamminic Acid,Oc1c2C(=O)c3c(O)c(cc(c3C(=O)c2c(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],bitter,420.20200000000017,1.5060000000000011,2.0,12.0,247.16
Heptabarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,bitter,250.29799999999992,1.6392999999999998,2.0,3.0,75.27000000000001
Sulfameter,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,bitter,280.30899999999997,0.8681999999999999,2.0,6.0,107.19999999999999
Sucrose Octaacetate,CC(=O)OCC1OC(OC2(COC(=O)C)OC(COC(=O)C)C(OC(=O)C)C2OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C,bitter,678.5930000000003,-0.8291999999999908,0.0,19.0,238.08999999999995
Helicin,OC[C@H]1O[C@@H](Oc2ccccc2C=O)[C@H](O)[C@@H](O)[C@@H]1O,bitter,284.264,-1.3222000000000005,4.0,7.0,116.45
Flufenamic Acid,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,bitter,281.23299999999995,4.147200000000001,2.0,2.0,49.33
Meconin,COc1ccc2COC(=O)c2c1OC,bitter,194.18599999999998,1.3741999999999999,0.0,4.0,44.760000000000005
Naphazoline Hydrochloride,Cl.C(C1=NCCN1)c2cccc3ccccc23,bitter,246.74100000000004,2.8058000000000014,1.0,2.0,24.39
Cynaropicrin,OCC(=C)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C3OC(=O)C(=C)C13,bitter,346.3790000000001,1.0575999999999999,2.0,6.0,93.06
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,bitter,362.4660000000001,1.7815999999999999,3.0,5.0,94.83
Colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,bitter,399.44300000000015,2.871600000000001,1.0,6.0,83.09
Colubrines,COc1ccc2N3C4C5C(CC3=O)OCC=C6CN7CCC4(C7CC56)c2c1,bitter,364.4450000000001,2.1011,0.0,4.0,42.01
Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,bitter,747.964,2.4397000000000046,4.0,14.0,182.91
Methacycline Hydrochloride,Cl.CN(C)C1C2C(O)C3C(=C)c4cccc(O)c4C(=C3C(=O)C2(O)C(=O)C(=C(N)/O)C1=O)O,bitter,478.88500000000033,-0.17270000000000085,6.0,10.0,181.61999999999998
Picoperine Hydrochloride,Cl.C(CN1CCCCC1)N(Cc2ccccn2)c3ccccc3,bitter,331.8910000000001,3.9959000000000033,0.0,3.0,19.37
Diltiazem Hydrochloride,Cl.COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,bitter,450.98800000000034,3.790300000000003,0.0,6.0,59.080000000000005
Talbutal,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,bitter,224.26,0.9609999999999999,2.0,3.0,75.27000000000001
Trimethaphan Camsylate,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C3N(Cc4ccccc4)C5C[S+]6CCCC6C5N3Cc7ccccc7,bitter,596.8150000000003,4.582900000000004,0.0,5.0,97.82
4'-hydroxy-7-methoxyflavone,COc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)cc3,bitter,268.268,3.1742000000000017,1.0,4.0,59.67
Butethamine meta-Isomer hydrochloride,Cl.CC(C)CNCCOC(=O)c1cccc(N)c1,bitter,272.776,2.093,2.0,4.0,64.35
Nitrofurazone,NC(=O)NN=C/c1oc(cc1)[N+](=O)[O-],bitter,198.138,0.19000000000000006,2.0,5.0,123.76000000000002
Procaine Dihydrate,O.O.CCN(CC)CCOC(=O)c1ccc(N)cc1,bitter,272.34499999999997,0.11800000000000088,1.0,4.0,118.55999999999999
"1,3-butylene glycol",CC(O)CCO,bitter,90.122,-0.25039999999999996,2.0,2.0,40.46
"3,6,3,4-tetrahydroxyflavone",OC1=C(Oc2ccc(O)cc2C1=O)c3ccc(O)c(O)c3,bitter,286.239,2.2824,4.0,6.0,111.13000000000002
Aglycon H.g.-12,C/C=C(C)/C(=O)OC1CC2C(CC=C3CC(O)CC[C@]23C)[C@@]2(O)CCC(C(=O)C)[C@@]12C,bitter,430.58500000000026,4.118100000000004,2.0,5.0,83.83000000000001
N-ethylthiourea,CCNC(=S)N,bitter,104.17800000000001,-0.16049999999999998,2.0,1.0,38.05
"Amygdalin, D",OCC1OC(OCC2OC(OC(C#N)c3ccccc3)C(O)C(O)C2O)C(O)C(O)C1O,bitter,457.4320000000001,-3.1080199999999985,7.0,12.0,202.31999999999996
"3,7,4-trihydroxyflavone",OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)cc3,bitter,270.23999999999995,2.5768000000000004,3.0,5.0,90.90000000000002
Ganoderic Acid A,CC(CC(=O)CC(C)C(=O)O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C4(C)CCC(=O)C(C)(C)C4CC3O,bitter,516.6750000000005,4.131500000000004,3.0,6.0,128.97
Propyphenazone,CC(C)C1=C(C)N(C)N(C1=O)c2ccccc2,bitter,230.311,2.607820000000001,0.0,3.0,26.93
Tramadol Hydrochloride,Cl.COc1cccc(c1)C2(O)CCCCC2CN(C)C,bitter,299.842,3.056400000000001,1.0,3.0,32.7
Cinchonine,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,bitter,294.398,3.164600000000002,1.0,3.0,36.36
